id_sv,id_cc,ngoai_ngu,code_ngoai_ngu,loai_cc,diem_cc,diem_quy_doi_THPT
99426037715,CC147,Tiếng Anh,N1,TOEFL,5.3,9.7
62735384642,CC148,Tiếng Anh,N1,IELTS,5.4,8.4
27812204132,CC149,Tiếng Anh,N1,TOEFL,6.4,9.4
46285725193,CC150,Tiếng Nhật,N3,TOEFL,4.3,9.7
26938115158,CC151,Tiếng Pháp,N3,IELTS,8.9,8.5
77794258567,CC152,Tiếng Anh,N3,TOEFL,8.3,9.9
46589158599,CC153,Tiếng Pháp,N1,TOEFL,6.4,9.6
64308300352,CC154,Tiếng Nhật,N2,IELTS,4.4,9.8
85432088495,CC155,Tiếng Nhật,N3,TOEFL,7.8,8.7
88301483831,CC156,Tiếng Nhật,N3,TOEFL,7.5,8.3
23740265720,CC157,Tiếng Nhật,N2,JLPT,8.8,9.1
19843686339,CC158,Tiếng Anh,N3,TOEFL,4.6,8.9
58945466920,CC159,Tiếng Anh,N2,JLPT,5.6,8.4
65747663455,CC160,Tiếng Pháp,N3,TOEFL,8.6,9.6
19560511330,CC161,Tiếng Pháp,N1,JLPT,6.0,9.6
35739154755,CC162,Tiếng Pháp,N1,IELTS,8.4,9.8
17735375563,CC163,Tiếng Nhật,N2,JLPT,4.3,8.9
65347988988,CC164,Tiếng Pháp,N2,IELTS,8.1,9.0
23900515372,CC165,Tiếng Pháp,N2,TOEFL,5.6,8.3
90590328870,CC166,Tiếng Pháp,N3,JLPT,4.5,8.0
93382305481,CC167,Tiếng Nhật,N2,TOEFL,5.8,8.1
83703022175,CC168,Tiếng Anh,N3,TOEFL,4.1,9.8
79424191152,CC169,Tiếng Anh,N2,TOEFL,7.6,8.7
60596097072,CC170,Tiếng Pháp,N2,IELTS,6.8,10.0
75425748214,CC171,Tiếng Pháp,N1,TOEFL,4.5,9.4
86716305538,CC172,Tiếng Nhật,N3,JLPT,6.8,9.1
47176610176,CC173,Tiếng Pháp,N2,JLPT,4.5,9.7
94455208263,CC174,Tiếng Pháp,N3,JLPT,7.8,8.7
18750586214,CC175,Tiếng Anh,N1,JLPT,6.4,9.1
55228033885,CC176,Tiếng Pháp,N2,TOEFL,8.9,8.1
99803210572,CC177,Tiếng Pháp,N1,TOEFL,5.5,8.3
55565967898,CC178,Tiếng Pháp,N2,JLPT,7.9,8.6
50865633324,CC179,Tiếng Anh,N3,TOEFL,8.1,8.5
69736566334,CC180,Tiếng Nhật,N1,IELTS,6.0,8.0
92201109803,CC181,Tiếng Anh,N1,JLPT,6.2,9.9
39348703913,CC182,Tiếng Pháp,N1,JLPT,6.9,8.4
29979105528,CC183,Tiếng Pháp,N1,IELTS,8.7,9.5
39216290749,CC184,Tiếng Nhật,N3,IELTS,5.2,9.1
19465549330,CC185,Tiếng Nhật,N1,JLPT,8.4,8.4
29531754992,CC186,Tiếng Anh,N3,IELTS,8.4,9.6
38163161038,CC187,Tiếng Anh,N3,IELTS,8.0,9.8
26494807981,CC188,Tiếng Nhật,N2,JLPT,7.2,9.9
97215022290,CC189,Tiếng Nhật,N2,TOEFL,4.8,9.1
67221410097,CC190,Tiếng Nhật,N1,TOEFL,9.0,9.0
64536852888,CC191,Tiếng Anh,N1,TOEFL,8.6,9.3
70486174850,CC192,Tiếng Pháp,N1,IELTS,7.0,8.4
56515672047,CC193,Tiếng Pháp,N2,IELTS,5.0,9.5
47897046416,CC194,Tiếng Pháp,N2,TOEFL,4.3,8.4
95174793277,CC195,Tiếng Nhật,N3,JLPT,8.0,10.0
13381187223,CC196,Tiếng Anh,N1,TOEFL,5.6,8.9
69073742060,CC197,Tiếng Nhật,N3,JLPT,6.5,10.0
49750335208,CC198,Tiếng Anh,N3,TOEFL,7.6,8.8
35158932577,CC199,Tiếng Pháp,N1,JLPT,6.3,8.9
21600491667,CC200,Tiếng Pháp,N1,JLPT,6.3,8.3
50016677860,CC201,Tiếng Pháp,N2,TOEFL,4.8,8.7
78380483704,CC202,Tiếng Anh,N2,IELTS,6.5,8.1
70227890486,CC203,Tiếng Nhật,N1,TOEFL,8.9,9.3
44749959438,CC204,Tiếng Pháp,N1,IELTS,6.9,8.5
48274153578,CC205,Tiếng Anh,N1,JLPT,4.6,8.3
83675692774,CC206,Tiếng Nhật,N1,JLPT,7.7,9.0
41852015044,CC207,Tiếng Anh,N1,JLPT,8.5,9.1
78027104338,CC208,Tiếng Nhật,N3,IELTS,8.1,9.1
34560072976,CC209,Tiếng Anh,N1,TOEFL,4.9,9.7
20638470294,CC210,Tiếng Nhật,N3,TOEFL,6.2,8.0
39869438066,CC211,Tiếng Nhật,N3,IELTS,6.9,9.5
13447722930,CC212,Tiếng Anh,N2,IELTS,5.6,9.6
61253359789,CC213,Tiếng Anh,N1,TOEFL,6.9,8.4
87923751287,CC214,Tiếng Pháp,N1,TOEFL,8.7,9.1
97903630388,CC215,Tiếng Anh,N1,IELTS,7.3,8.2
83366801000,CC216,Tiếng Nhật,N3,TOEFL,7.8,8.2
83751048361,CC217,Tiếng Anh,N3,JLPT,5.6,9.5
72487840758,CC218,Tiếng Anh,N2,JLPT,4.5,9.4
27650763038,CC219,Tiếng Pháp,N3,TOEFL,5.0,8.0
95650250869,CC220,Tiếng Anh,N3,JLPT,4.4,10.0
83898501774,CC221,Tiếng Pháp,N1,JLPT,5.7,8.3
65489304692,CC222,Tiếng Pháp,N1,TOEFL,4.3,8.5
26372911755,CC223,Tiếng Anh,N1,JLPT,8.2,8.2
83284006394,CC224,Tiếng Nhật,N2,IELTS,5.9,9.3
73989949905,CC225,Tiếng Anh,N1,JLPT,7.0,8.6
82589834599,CC226,Tiếng Pháp,N2,IELTS,6.0,9.4
63583355535,CC227,Tiếng Nhật,N1,TOEFL,7.9,8.4
28229150510,CC228,Tiếng Nhật,N3,TOEFL,5.0,9.3
27303725178,CC229,Tiếng Nhật,N3,IELTS,8.1,9.5
21246535309,CC230,Tiếng Nhật,N2,TOEFL,6.5,9.3
32747989043,CC231,Tiếng Pháp,N1,IELTS,5.0,8.9
91637301330,CC232,Tiếng Pháp,N1,JLPT,6.8,9.2
30379308932,CC233,Tiếng Pháp,N2,IELTS,7.4,8.0
65921298122,CC234,Tiếng Anh,N3,TOEFL,7.9,9.2
48673638516,CC235,Tiếng Nhật,N3,IELTS,6.9,8.4
42049877398,CC236,Tiếng Pháp,N2,IELTS,7.2,9.4
42624457911,CC237,Tiếng Pháp,N3,TOEFL,5.8,9.1
42264267776,CC238,Tiếng Nhật,N1,JLPT,5.3,8.5
78344022524,CC239,Tiếng Pháp,N3,TOEFL,8.8,9.0
20432207163,CC240,Tiếng Nhật,N1,TOEFL,6.1,8.2
67892831120,CC241,Tiếng Nhật,N3,TOEFL,5.2,8.9
88541222536,CC242,Tiếng Nhật,N2,TOEFL,7.1,8.8
35184046718,CC243,Tiếng Nhật,N1,JLPT,7.5,8.5
47525917893,CC244,Tiếng Nhật,N2,JLPT,8.2,9.1
62039898034,CC245,Tiếng Pháp,N1,IELTS,6.0,9.9
91324914818,CC246,Tiếng Nhật,N2,TOEFL,6.1,9.3
50020759985,CC247,Tiếng Nhật,N1,JLPT,8.6,8.7
68803257047,CC248,Tiếng Pháp,N1,JLPT,4.5,9.0
47463943618,CC249,Tiếng Nhật,N3,JLPT,6.9,8.0
24873163996,CC250,Tiếng Anh,N1,TOEFL,7.0,8.8
86808923919,CC251,Tiếng Nhật,N3,TOEFL,8.4,8.5
51036539944,CC252,Tiếng Pháp,N1,JLPT,8.1,8.7
18490497331,CC253,Tiếng Nhật,N3,TOEFL,8.4,8.5
71992300644,CC254,Tiếng Anh,N2,JLPT,7.3,9.5
47830712154,CC255,Tiếng Pháp,N2,TOEFL,7.3,8.7
48154716389,CC256,Tiếng Anh,N1,JLPT,6.2,9.6
85447438759,CC257,Tiếng Anh,N3,IELTS,6.5,9.2
24955753752,CC258,Tiếng Pháp,N1,JLPT,7.6,8.7
86027611219,CC259,Tiếng Nhật,N1,JLPT,8.0,8.8
73132712336,CC260,Tiếng Pháp,N1,JLPT,7.5,9.9
13875086622,CC261,Tiếng Pháp,N2,TOEFL,8.5,8.2
42944915094,CC262,Tiếng Pháp,N2,IELTS,5.1,8.1
67473874457,CC263,Tiếng Nhật,N1,JLPT,7.4,8.4
25548625079,CC264,Tiếng Anh,N3,JLPT,8.8,9.8
60104046864,CC265,Tiếng Pháp,N2,JLPT,5.7,9.0
83257384121,CC266,Tiếng Nhật,N3,TOEFL,6.8,8.8
25984194307,CC267,Tiếng Nhật,N2,IELTS,7.0,8.9
78997084177,CC268,Tiếng Anh,N2,JLPT,8.7,8.1
14316531829,CC269,Tiếng Pháp,N1,TOEFL,4.8,9.0
81482762290,CC270,Tiếng Anh,N2,JLPT,4.7,9.2
58809197910,CC271,Tiếng Anh,N1,TOEFL,6.0,8.5
97682513839,CC272,Tiếng Pháp,N1,IELTS,4.7,8.7
95983796142,CC273,Tiếng Nhật,N2,IELTS,8.0,9.5
95917448214,CC274,Tiếng Anh,N1,TOEFL,5.8,9.9
53960260814,CC275,Tiếng Pháp,N2,IELTS,7.3,9.9
50230137520,CC276,Tiếng Pháp,N2,JLPT,8.7,8.4
59344642122,CC277,Tiếng Pháp,N2,IELTS,6.5,9.3
82518578907,CC278,Tiếng Pháp,N2,JLPT,6.2,9.4
63226018685,CC279,Tiếng Nhật,N3,TOEFL,5.9,8.3
15102366911,CC280,Tiếng Nhật,N3,JLPT,6.3,8.5
19952044650,CC281,Tiếng Anh,N2,TOEFL,4.9,9.5
92628743561,CC282,Tiếng Anh,N1,JLPT,4.6,8.6
85134511222,CC283,Tiếng Pháp,N2,IELTS,4.7,9.4
75001799609,CC284,Tiếng Anh,N2,JLPT,5.2,8.8
71803334483,CC285,Tiếng Nhật,N1,TOEFL,4.6,9.6
69155569870,CC286,Tiếng Pháp,N1,JLPT,6.6,9.7
47104449640,CC287,Tiếng Anh,N1,JLPT,4.4,9.9
97326400400,CC288,Tiếng Pháp,N1,JLPT,5.8,8.9
32623008968,CC289,Tiếng Nhật,N1,JLPT,7.6,8.4
76999252349,CC290,Tiếng Pháp,N1,IELTS,8.3,8.2
63370368958,CC291,Tiếng Nhật,N3,TOEFL,5.4,9.0
65155541088,CC292,Tiếng Anh,N2,IELTS,6.8,9.3
44429090334,CC293,Tiếng Pháp,N3,IELTS,8.3,8.6
21400247257,CC294,Tiếng Anh,N3,IELTS,4.0,9.2
76563109830,CC295,Tiếng Anh,N2,JLPT,8.7,8.6
55756835531,CC296,Tiếng Nhật,N3,TOEFL,8.2,9.5
28928361035,CC297,Tiếng Pháp,N3,JLPT,4.3,8.6
69668989216,CC298,Tiếng Anh,N1,TOEFL,7.2,8.5
29287064541,CC299,Tiếng Pháp,N2,JLPT,6.4,9.3
88280287810,CC300,Tiếng Anh,N3,JLPT,5.8,8.4
73486562956,CC301,Tiếng Nhật,N3,IELTS,8.4,9.1
41730395397,CC302,Tiếng Pháp,N1,JLPT,6.5,9.3
78615103610,CC303,Tiếng Pháp,N1,JLPT,8.3,9.5
16033176376,CC304,Tiếng Pháp,N3,IELTS,4.1,10.0
27569535011,CC305,Tiếng Anh,N2,TOEFL,6.9,8.9
87409159798,CC306,Tiếng Anh,N3,TOEFL,4.8,9.1
78169484051,CC307,Tiếng Nhật,N1,JLPT,6.3,9.0
88471433427,CC308,Tiếng Nhật,N2,TOEFL,7.0,8.2
98302186517,CC309,Tiếng Anh,N2,IELTS,5.0,9.7
38572578688,CC310,Tiếng Pháp,N1,JLPT,5.2,8.1
88661850217,CC311,Tiếng Nhật,N1,IELTS,4.9,8.4
66150010762,CC312,Tiếng Anh,N1,TOEFL,4.6,9.8
12751802450,CC313,Tiếng Nhật,N2,TOEFL,8.2,9.8
26797121062,CC314,Tiếng Pháp,N1,JLPT,5.8,8.2
15147081202,CC315,Tiếng Nhật,N2,TOEFL,7.4,8.4
48481303398,CC316,Tiếng Anh,N2,JLPT,4.2,9.9
78801433681,CC317,Tiếng Anh,N3,TOEFL,7.2,9.8
23677844378,CC318,Tiếng Pháp,N3,IELTS,7.2,8.8
34062397222,CC319,Tiếng Anh,N1,JLPT,5.3,9.2
36344127097,CC320,Tiếng Pháp,N3,JLPT,5.9,9.0
86764113765,CC321,Tiếng Pháp,N1,TOEFL,4.4,9.6
90993208708,CC322,Tiếng Anh,N3,JLPT,4.9,8.2
69736639375,CC323,Tiếng Pháp,N2,JLPT,4.4,10.0
27477637695,CC324,Tiếng Nhật,N1,IELTS,8.6,9.3
39267820693,CC325,Tiếng Pháp,N3,IELTS,5.5,9.1
86840890766,CC326,Tiếng Nhật,N2,IELTS,7.9,9.1
11558429116,CC327,Tiếng Pháp,N2,TOEFL,7.7,9.1
54382979555,CC328,Tiếng Anh,N2,JLPT,6.1,9.9
53276851757,CC329,Tiếng Anh,N3,IELTS,5.1,9.2
94213681441,CC330,Tiếng Anh,N2,TOEFL,4.7,8.7
67331930497,CC331,Tiếng Nhật,N1,JLPT,5.0,9.6
90532747849,CC332,Tiếng Anh,N2,IELTS,4.8,9.1
20346074876,CC333,Tiếng Pháp,N2,IELTS,4.2,9.1
98038366282,CC334,Tiếng Anh,N2,IELTS,8.9,8.7
95491442611,CC335,Tiếng Nhật,N1,TOEFL,8.0,8.7
41968288326,CC336,Tiếng Anh,N3,TOEFL,4.2,8.9
81585339550,CC337,Tiếng Nhật,N2,JLPT,6.1,9.7
94495819065,CC338,Tiếng Nhật,N1,IELTS,7.3,9.5
56260481559,CC339,Tiếng Anh,N3,TOEFL,6.5,10.0
35409705349,CC340,Tiếng Pháp,N3,JLPT,8.6,8.3
24903673723,CC341,Tiếng Anh,N3,TOEFL,5.1,8.9
60259161186,CC342,Tiếng Nhật,N3,TOEFL,7.9,9.8
43916364283,CC343,Tiếng Anh,N2,TOEFL,7.9,9.8
57666635161,CC344,Tiếng Pháp,N1,JLPT,6.3,9.3
50871678963,CC345,Tiếng Nhật,N2,TOEFL,7.3,8.3
43536461081,CC346,Tiếng Nhật,N2,IELTS,5.0,9.8
16204568664,CC347,Tiếng Anh,N1,JLPT,8.7,9.5
58327660175,CC348,Tiếng Pháp,N3,TOEFL,4.9,9.1
50630369529,CC349,Tiếng Pháp,N1,TOEFL,7.1,8.6
44935825239,CC350,Tiếng Anh,N2,IELTS,7.6,9.3
56309502177,CC351,Tiếng Anh,N3,TOEFL,6.3,8.9
68333542958,CC352,Tiếng Pháp,N1,TOEFL,8.6,8.6
11459260647,CC353,Tiếng Pháp,N3,IELTS,5.8,9.2
44589625527,CC354,Tiếng Nhật,N2,TOEFL,8.6,8.9
21042922633,CC355,Tiếng Anh,N3,IELTS,8.4,9.3
25476308976,CC356,Tiếng Anh,N1,TOEFL,7.5,8.7
16292441145,CC357,Tiếng Pháp,N3,TOEFL,6.0,9.5
13078007788,CC358,Tiếng Anh,N1,IELTS,7.9,8.2
37973162472,CC359,Tiếng Pháp,N3,TOEFL,4.4,9.8
35987862631,CC360,Tiếng Anh,N1,IELTS,7.4,9.2
57348416310,CC361,Tiếng Pháp,N1,TOEFL,7.0,10.0
23459952235,CC362,Tiếng Pháp,N2,JLPT,6.6,8.2
48053298334,CC363,Tiếng Nhật,N1,IELTS,6.8,8.9
89066139735,CC364,Tiếng Nhật,N1,JLPT,5.8,9.2
87726503331,CC365,Tiếng Nhật,N1,TOEFL,6.3,8.8
92896177087,CC366,Tiếng Anh,N3,TOEFL,8.9,9.7
64529494287,CC367,Tiếng Anh,N2,TOEFL,5.3,8.8
66291981317,CC368,Tiếng Pháp,N3,TOEFL,5.2,9.5
62272633946,CC369,Tiếng Pháp,N2,IELTS,8.5,9.2
48998499012,CC370,Tiếng Nhật,N1,IELTS,8.7,8.3
77181988454,CC371,Tiếng Pháp,N1,TOEFL,8.8,8.2
34404573225,CC372,Tiếng Nhật,N2,JLPT,4.0,8.1
84526730822,CC373,Tiếng Pháp,N2,JLPT,8.9,8.2
46931100362,CC374,Tiếng Pháp,N1,JLPT,7.1,9.0
75296287060,CC375,Tiếng Pháp,N2,IELTS,8.3,9.5
89550054628,CC376,Tiếng Nhật,N1,IELTS,8.5,8.4
31732154576,CC377,Tiếng Nhật,N1,TOEFL,7.7,8.5
74032289991,CC378,Tiếng Anh,N2,TOEFL,7.3,9.6
36660056555,CC379,Tiếng Nhật,N2,JLPT,5.0,8.8
84535487553,CC380,Tiếng Nhật,N3,JLPT,6.9,8.9
98116804787,CC381,Tiếng Anh,N1,JLPT,6.8,9.1
19377217747,CC382,Tiếng Nhật,N3,JLPT,7.4,9.1
51971383903,CC383,Tiếng Anh,N3,JLPT,4.4,8.8
98683361918,CC384,Tiếng Pháp,N1,IELTS,4.2,8.5
46722507938,CC385,Tiếng Pháp,N1,IELTS,6.6,8.7
83259259224,CC386,Tiếng Nhật,N2,JLPT,8.8,8.3
42628018397,CC387,Tiếng Nhật,N3,JLPT,4.3,9.1
82564277216,CC388,Tiếng Nhật,N2,JLPT,6.8,8.3
75851944560,CC389,Tiếng Pháp,N3,IELTS,6.2,8.5
50042839476,CC390,Tiếng Nhật,N2,TOEFL,8.4,9.7
98994555404,CC391,Tiếng Nhật,N1,JLPT,4.7,9.9
96469361666,CC392,Tiếng Anh,N3,IELTS,8.1,9.4
25416427224,CC393,Tiếng Anh,N1,TOEFL,6.4,8.4
90187567198,CC394,Tiếng Pháp,N3,JLPT,6.8,9.0
41218658200,CC395,Tiếng Nhật,N1,JLPT,6.8,8.4
