id_sv,tong_diem_xet_tuyen,nganh_tt
97427209996,28.78,IT-E7
85189267066,21.8,CH2
62685587300,26.21,ET1
35226710927,24.31,ET1
82485340485,23.51,CH2
65842264808,23.15,EM3
79938176520,26.26,CH2
41785521625,28.54,EM3
19115241387,28.25,BF2
75790701257,24.74,ET1
82318706586,23.08,CH2
29835379242,22.33,IT-E7
45857486873,20.92,BF2
44433333119,20.22,IT-E7
56821003283,23.5,IT-E7
14814858317,21.73,ET1
13993614298,29.07,CH2
85143801511,20.88,CH2
28950116085,26.37,EM3
88620641353,25.3,IT-E7
99452215140,28.27,CH2
70805549968,25.08,BF2
33162968001,24.34,ET1
83739809504,20.5,CH2
99426037715,21.6,CH2
62735384642,27.76,ET1
27812204132,24.32,EM3
46285725193,24.57,ET1
26938115158,21.38,EM3
77794258567,25.83,CH2
46589158599,27.48,ET1
64308300352,24.15,CH2
85432088495,21.13,CH2
88301483831,25.06,BF2
23740265720,27.33,BF2
19843686339,25.37,CH2
58945466920,27.24,CH2
65747663455,29.48,IT-E7
19560511330,28.47,EM3
35739154755,23.82,BF2
17735375563,29.01,BF2
65347988988,28.72,BF2
23900515372,29.2,CH2
90590328870,29.72,ET1
93382305481,24.52,IT-E7
83703022175,29.77,CH2
79424191152,20.86,EM3
60596097072,26.12,CH2
75425748214,29.52,BF2
86716305538,25.93,IT-E7
47176610176,24.78,BF2
94455208263,21.96,ET1
18750586214,20.76,BF2
55228033885,20.96,EM3
99803210572,26.05,EM3
55565967898,24.58,BF2
50865633324,24.24,EM3
69736566334,29.66,IT-E7
92201109803,29.98,CH2
39348703913,22.67,EM3
29979105528,28.65,IT-E7
39216290749,27.95,CH2
19465549330,29.45,BF2
29531754992,24.82,IT-E7
38163161038,23.92,ET1
26494807981,27.12,IT-E7
97215022290,24.75,CH2
67221410097,25.58,BF2
64536852888,25.66,EM3
70486174850,24.45,BF2
56515672047,29.21,EM3
47897046416,29.49,ET1
95174793277,28.03,ET1
13381187223,26.28,CH2
69073742060,26.81,EM3
49750335208,21.33,EM3
35158932577,26.17,IT-E7
21600491667,21.46,CH2
50016677860,24.22,CH2
78380483704,20.4,IT-E7
70227890486,22.64,CH2
44749959438,26.67,EM3
48274153578,25.77,IT-E7
83675692774,24.95,CH2
41852015044,28.83,IT-E7
78027104338,27.64,EM3
34560072976,20.7,BF2
20638470294,23.16,BF2
39869438066,24.1,ET1
13447722930,29.18,IT-E7
61253359789,25.1,ET1
87923751287,27.57,IT-E7
97903630388,29.29,BF2
83366801000,28.81,CH2
83751048361,29.88,EM3
72487840758,25.88,ET1
27650763038,20.61,IT-E7
95650250869,23.77,EM3
83898501774,24.84,CH2
65489304692,29.79,BF2
26372911755,29.73,EM3
83284006394,27.9,EM3
73989949905,26.23,ET1
82589834599,29.5,ET1
63583355535,26.67,BF2
28229150510,22.94,BF2
27303725178,28.05,IT-E7
21246535309,20.85,EM3
32747989043,20.87,CH2
91637301330,27.92,CH2
30379308932,27.81,IT-E7
65921298122,21.54,EM3
48673638516,27.74,ET1
42049877398,23.41,ET1
42624457911,20.3,EM3
42264267776,20.52,CH2
78344022524,25.64,BF2
20432207163,24.38,EM3
67892831120,20.03,ET1
88541222536,20.33,ET1
35184046718,24.08,BF2
47525917893,29.82,ET1
62039898034,27.09,EM3
91324914818,21.17,CH2
50020759985,21.81,IT-E7
68803257047,27.51,BF2
47463943618,25.68,IT-E7
24873163996,29.89,BF2
86808923919,20.54,EM3
51036539944,24.86,EM3
18490497331,27.81,CH2
71992300644,23.45,ET1
47830712154,24.97,IT-E7
48154716389,24.62,EM3
85447438759,29.59,EM3
24955753752,28.53,EM3
86027611219,25.66,ET1
73132712336,24.91,EM3
13875086622,28.03,BF2
42944915094,24.6,BF2
67473874457,23.43,CH2
25548625079,26.22,EM3
60104046864,29.47,EM3
83257384121,21.24,ET1
25984194307,22.34,ET1
78997084177,20.14,EM3
14316531829,21.5,ET1
81482762290,20.89,IT-E7
58809197910,21.06,IT-E7
97682513839,27.29,BF2
95983796142,28.66,IT-E7
95917448214,26.73,ET1
53960260814,22.87,EM3
50230137520,25.72,ET1
59344642122,29.51,IT-E7
82518578907,20.8,IT-E7
63226018685,25.36,EM3
15102366911,25.31,EM3
19952044650,22.55,CH2
92628743561,24.86,ET1
85134511222,24.22,EM3
75001799609,22.45,BF2
71803334483,21.55,BF2
69155569870,23.56,IT-E7
47104449640,26.8,ET1
97326400400,28.94,IT-E7
32623008968,26.8,IT-E7
76999252349,20.36,EM3
63370368958,26.81,CH2
65155541088,23.53,ET1
44429090334,24.6,BF2
21400247257,22.1,IT-E7
76563109830,28.82,EM3
55756835531,26.45,BF2
28928361035,20.94,CH2
69668989216,25.6,IT-E7
29287064541,27.95,IT-E7
88280287810,25.97,EM3
73486562956,20.59,BF2
41730395397,27.49,BF2
78615103610,26.33,CH2
16033176376,26.88,BF2
27569535011,27.47,BF2
87409159798,21.84,BF2
78169484051,22.53,ET1
88471433427,26.88,CH2
98302186517,22.03,BF2
38572578688,25.0,ET1
88661850217,29.37,CH2
66150010762,20.08,BF2
12751802450,29.76,IT-E7
26797121062,26.02,EM3
15147081202,25.69,CH2
48481303398,21.49,IT-E7
78801433681,29.98,CH2
23677844378,28.11,IT-E7
34062397222,20.56,ET1
36344127097,28.04,CH2
86764113765,28.39,CH2
90993208708,28.19,BF2
69736639375,29.92,IT-E7
27477637695,29.46,CH2
39267820693,24.57,IT-E7
86840890766,27.73,CH2
11558429116,21.53,CH2
54382979555,29.92,EM3
53276851757,22.26,CH2
94213681441,27.18,EM3
67331930497,20.26,IT-E7
90532747849,26.67,ET1
20346074876,26.4,IT-E7
98038366282,24.16,IT-E7
95491442611,25.37,CH2
41968288326,28.75,ET1
81585339550,27.53,CH2
94495819065,27.99,CH2
56260481559,28.31,CH2
35409705349,25.17,CH2
24903673723,24.85,CH2
60259161186,20.3,CH2
43916364283,29.63,ET1
57666635161,26.73,EM3
50871678963,24.07,IT-E7
43536461081,29.32,BF2
16204568664,28.12,ET1
58327660175,23.59,BF2
50630369529,27.36,IT-E7
44935825239,28.83,BF2
56309502177,22.91,BF2
68333542958,22.8,BF2
11459260647,28.69,CH2
44589625527,24.74,CH2
21042922633,23.1,ET1
25476308976,21.17,CH2
16292441145,26.1,BF2
13078007788,23.84,ET1
37973162472,28.57,CH2
35987862631,24.56,CH2
57348416310,29.27,IT-E7
23459952235,27.6,CH2
48053298334,20.57,BF2
89066139735,26.93,EM3
87726503331,28.47,EM3
92896177087,21.9,EM3
64529494287,27.22,BF2
66291981317,24.02,BF2
62272633946,25.42,BF2
48998499012,28.99,IT-E7
77181988454,23.39,CH2
34404573225,28.61,EM3
84526730822,28.82,EM3
46931100362,27.5,EM3
75296287060,29.6,CH2
89550054628,27.38,CH2
31732154576,28.85,BF2
74032289991,26.09,ET1
36660056555,24.12,BF2
84535487553,27.6,CH2
98116804787,29.4,IT-E7
19377217747,21.92,EM3
51971383903,24.27,IT-E7
98683361918,24.34,CH2
46722507938,20.8,IT-E7
83259259224,28.96,BF2
42628018397,21.71,CH2
82564277216,27.63,CH2
75851944560,21.41,ET1
50042839476,20.77,ET1
98994555404,25.22,EM3
96469361666,25.18,BF2
25416427224,28.8,BF2
90187567198,23.25,CH2
41218658200,25.27,EM3
79370741533,28.75,EM3
52340014994,20.69,IT-E7
56092539253,21.88,CH2
36329987139,24.55,BF2
79246695790,24.84,BF2
88151253696,27.7,BF2
84719194047,21.33,ET1
15938056010,28.12,EM3
84478316468,29.9,CH2
23140080857,25.01,IT-E7
43092783141,20.77,CH2
99234680800,20.42,BF2
62406659894,23.34,EM3
18335313418,28.52,EM3
12928901509,29.65,CH2
53522855386,22.88,IT-E7
16208035059,24.7,ET1
94951153044,25.29,EM3
35884815947,29.39,CH2
44254788998,28.7,EM3
19031862021,29.1,BF2
53236621420,20.18,EM3
79445152647,28.34,ET1
29067218078,21.21,IT-E7
12196819944,27.17,ET1
29309173171,28.36,IT-E7
74368308016,22.0,CH2
77812296578,27.44,CH2
22638255540,26.32,BF2
66009113252,25.77,EM3
72028833895,24.51,ET1
12499007115,26.25,EM3
29830339743,23.9,ET1
70695062052,28.86,BF2
25899933084,22.9,CH2
96429498029,22.01,BF2
66084847841,23.3,EM3
41635862220,24.61,EM3
20340921521,22.26,ET1
84163583655,27.33,ET1
99550873869,21.33,IT-E7
93476869950,29.43,CH2
69368487153,22.14,CH2
99564652106,25.56,BF2
33684131715,20.26,BF2
58799999563,28.99,BF2
11811950581,22.06,IT-E7
43363816876,26.66,EM3
61394925807,21.13,CH2
16953442167,22.94,IT-E7
68920577631,28.99,ET1
97032547096,24.2,IT-E7
29980263090,29.37,IT-E7
42931100431,22.51,BF2
21000738653,20.98,BF2
74445351549,27.19,EM3
44107307008,27.05,BF2
91307316896,25.83,CH2
40847578067,29.53,BF2
55725341725,27.45,ET1
44523192394,25.95,IT-E7
99204368036,20.25,CH2
71893338842,24.93,CH2
88364903122,27.42,EM3
84770794108,26.3,IT-E7
19868969810,20.18,ET1
49180733613,20.16,BF2
96562712030,22.29,CH2
72377305357,25.62,CH2
33511305432,22.05,CH2
92438265764,27.18,EM3
18088130549,21.24,EM3
88571718758,24.63,BF2
55513938339,25.0,BF2
14952576348,25.81,CH2
24310189155,29.36,BF2
89657016306,20.68,ET1
13191855759,26.1,IT-E7
22247472404,24.64,IT-E7
60088404340,21.1,CH2
48001589892,26.37,EM3
62299131091,20.13,IT-E7
18984270283,27.78,ET1
82530032253,28.84,EM3
15442856395,28.55,EM3
97432320658,20.76,ET1
57948038190,21.42,ET1
42458254047,28.2,EM3
84459676941,27.04,ET1
49992553088,24.49,BF2
85293701799,28.02,EM3
12479358709,27.05,ET1
20048107999,23.44,BF2
64255660383,24.41,IT-E7
70622128496,23.15,ET1
22712267134,24.65,CH2
20806902096,24.5,EM3
78098907747,22.78,EM3
75240287525,26.52,EM3
16793606013,20.11,BF2
70410548690,29.32,BF2
44900275505,23.92,IT-E7
70352069078,26.9,EM3
67312544977,26.09,EM3
99184958074,22.11,EM3
78673552662,22.03,EM3
15514566224,25.96,BF2
33411817281,22.4,EM3
23375398376,21.85,IT-E7
69968150884,22.35,IT-E7
18333278164,20.74,IT-E7
61237650844,23.42,CH2
14439307002,24.18,BF2
46514700079,26.82,CH2
40710948339,20.12,CH2
40653831767,28.72,CH2
66369898045,29.72,ET1
69093143173,23.48,EM3
10004367315,21.47,CH2
96048924378,23.18,IT-E7
25787191910,23.24,CH2
68197103800,20.71,EM3
12298845003,28.61,CH2
20662902317,20.35,CH2
26411617504,21.78,IT-E7
32199888737,29.12,BF2
34725242845,22.21,EM3
17918615996,25.71,ET1
83028319349,24.39,EM3
59769884524,27.4,BF2
18701135480,28.39,CH2
99213551263,22.22,ET1
61020761173,24.87,BF2
57059233129,27.06,EM3
79061813089,22.88,BF2
42366724593,26.79,ET1
88448230344,22.19,CH2
60787114578,28.1,EM3
28979018295,23.87,BF2
16302394377,21.52,EM3
11030545460,24.93,IT-E7
76139671759,25.58,CH2
63369756892,25.94,EM3
36382353520,24.5,EM3
20541509957,23.63,IT-E7
86690835379,22.67,IT-E7
24846457088,21.67,CH2
97775676852,22.46,IT-E7
79310491685,22.56,ET1
28878892836,28.7,EM3
22852136080,21.26,CH2
49557004629,24.2,IT-E7
32559837903,24.02,ET1
35525297983,27.11,EM3
87067518876,26.84,EM3
47053218963,21.42,EM3
61421762146,26.48,IT-E7
34072697619,23.86,ET1
64721323094,28.75,BF2
14929280946,21.76,CH2
85226465071,29.58,IT-E7
22863285131,22.37,CH2
74857531057,21.48,BF2
74544964453,26.31,ET1
92061212076,20.82,EM3
28493972477,23.27,CH2
87185261141,25.64,CH2
13815669995,21.68,EM3
49377444396,27.97,EM3
16981473566,26.88,ET1
56172482378,22.07,ET1
46286624831,27.86,IT-E7
91569711908,24.5,EM3
29168598024,27.67,EM3
48064923620,22.12,IT-E7
58251350594,23.28,BF2
29265975045,29.5,BF2
64728439196,22.19,ET1
53295608137,23.22,EM3
11835893230,20.03,BF2
43056892518,20.54,IT-E7
22886498813,21.35,EM3
66703381490,26.02,CH2
39493290898,24.17,CH2
78143751944,28.91,BF2
60341330487,22.97,CH2
48726636288,25.43,ET1
25530991052,20.82,IT-E7
88915011258,28.06,BF2
49453555640,20.54,EM3
38079533484,22.97,CH2
57290182795,25.7,BF2
39338377105,20.5,BF2
50285097553,29.73,BF2
52682705090,29.93,IT-E7
93216417460,21.68,EM3
73984204897,28.6,BF2
32986211425,22.77,IT-E7
54456583077,20.81,EM3
31976711764,28.64,BF2
25939234533,20.33,IT-E7
35510221453,29.8,IT-E7
92860603693,22.58,CH2
72539174740,29.21,IT-E7
52545310201,24.56,IT-E7
54095192005,27.53,IT-E7
37735133994,24.19,EM3
67255803936,29.15,CH2
96550411367,29.34,EM3
88189442465,22.22,IT-E7
38136060102,23.18,IT-E7
83980445254,24.05,CH2
84589509261,21.55,IT-E7
94864602876,22.57,BF2
40435404517,27.29,BF2
33041261956,23.91,CH2
56574422910,28.38,IT-E7
61142088868,21.15,IT-E7
40596423962,27.36,EM3
71291766252,22.28,ET1
90934651239,28.59,ET1
30371157181,21.64,EM3
23811363857,23.5,ET1
60738266274,20.51,CH2
53283326946,28.03,BF2
37692590734,22.12,CH2
53027461420,23.48,ET1
93300243819,24.28,ET1
40724413305,23.03,CH2
58209075773,29.58,CH2
92256502405,26.34,CH2
61426366742,29.72,CH2
58168733905,20.9,BF2
66333028991,27.65,EM3
42409453169,28.81,ET1
41392669240,23.67,EM3
99613373006,28.11,ET1
27029406685,24.32,ET1
59618164731,21.48,BF2
10849442098,26.71,CH2
10938412482,24.57,BF2
55673326146,27.72,EM3
32698782315,23.85,CH2
66131801898,21.78,CH2
23012077241,22.02,ET1
56477122170,22.13,IT-E7
80552439072,24.52,ET1
96757612012,27.87,CH2
82634663788,21.63,IT-E7
66297373074,23.87,IT-E7
31429344279,24.13,EM3
58277754646,28.74,EM3
45077632289,27.33,BF2
67550292264,21.33,IT-E7
78717235879,20.61,CH2
75635212983,24.72,CH2
56613400999,21.92,ET1
21230479002,25.19,ET1
98979471907,27.8,BF2
65389715999,27.88,BF2
56497066049,20.13,CH2
74232605396,29.82,CH2
96516455166,27.89,EM3
87008820141,22.95,BF2
97134179073,24.24,ET1
69906568780,23.38,BF2
90973497100,28.99,EM3
38026208615,28.64,EM3
25588504187,23.67,CH2
47054107758,20.65,EM3
96869270479,27.79,CH2
13184318801,29.91,ET1
86310335739,25.76,IT-E7
57981366571,22.96,CH2
83336946757,26.3,BF2
21708836289,21.26,IT-E7
40846290290,22.75,ET1
29418886580,27.83,BF2
36834070361,29.74,ET1
55962627145,29.63,BF2
51293527208,26.1,BF2
73895681261,29.38,ET1
71858994817,27.0,ET1
53358718448,24.52,EM3
23247067071,28.94,CH2
55674822356,29.12,IT-E7
40381885574,25.57,ET1
72149727119,27.48,EM3
84163009565,21.16,CH2
14472781655,24.15,CH2
95647145313,20.75,ET1
15753258802,27.65,CH2
36770268870,25.54,IT-E7
64444960880,24.27,CH2
53573167477,21.17,ET1
23829139597,27.82,ET1
90923461943,28.19,CH2
24593930816,24.9,CH2
24985660029,28.85,BF2
78142229932,27.38,IT-E7
18429778896,20.55,CH2
68281296103,28.5,CH2
27919739812,26.15,CH2
55827366689,23.65,EM3
49507784877,22.29,CH2
18516939117,28.01,BF2
73417046283,28.98,CH2
70842696267,20.22,CH2
28431148303,29.29,ET1
54739049618,24.15,EM3
18699579266,28.75,ET1
52224972153,26.51,BF2
55109427101,22.86,IT-E7
51930382937,22.5,ET1
82724866137,21.94,BF2
30300683705,27.58,ET1
18595894881,21.54,CH2
90734437143,28.18,ET1
99803824473,20.56,ET1
71575090941,24.18,ET1
35910378999,29.94,IT-E7
95499401851,28.73,IT-E7
58788814883,29.52,ET1
49420539614,29.65,IT-E7
70161170442,29.2,EM3
37997016763,21.44,IT-E7
69647718321,24.09,EM3
14830186099,28.23,IT-E7
95213655407,28.74,CH2
96414952348,26.96,BF2
59247263429,20.02,BF2
26875115888,24.43,IT-E7
44888445200,21.28,BF2
50543069725,24.0,ET1
42814506667,28.34,BF2
65936248672,24.88,IT-E7
31202214727,28.54,EM3
25793628186,22.78,BF2
82441903478,20.89,IT-E7
53136445532,23.01,ET1
34513159523,21.79,ET1
80795662083,28.45,IT-E7
63770200754,20.46,EM3
73869569797,27.72,CH2
98622277946,29.67,BF2
14662282516,27.33,IT-E7
54927537146,25.51,IT-E7
88171041345,28.73,IT-E7
74820877457,23.76,BF2
73759303281,26.92,ET1
33593276295,27.15,CH2
43956582981,22.53,BF2
86053647641,24.91,BF2
18000408317,25.85,CH2
50341485344,27.24,IT-E7
45596507523,22.88,IT-E7
11740072287,28.04,CH2
47481880102,24.41,CH2
91261989555,29.31,CH2
26832167811,24.1,ET1
35639100160,26.9,ET1
48952191372,22.01,ET1
64008926127,20.43,BF2
13430479448,23.86,ET1
92735105328,24.76,BF2
67639845616,27.89,ET1
57750428516,23.44,BF2
78595671534,21.19,EM3
25797626995,20.39,IT-E7
38100782635,22.31,ET1
47191349120,21.84,ET1
53653959824,23.96,BF2
56213912910,27.7,CH2
64658150282,23.37,EM3
41758989027,23.78,IT-E7
71274193472,29.25,CH2
58471014760,23.78,IT-E7
39383566067,20.65,CH2
23392429240,24.45,BF2
14036952807,28.88,IT-E7
44257846493,25.04,EM3
15938671134,25.41,ET1
64516084783,21.37,ET1
61601557533,21.73,BF2
21109448647,21.28,EM3
84943221462,29.26,ET1
45189074344,21.59,EM3
95381083500,25.81,IT-E7
63901566307,23.5,EM3
80251666720,21.02,IT-E7
54799407446,28.65,EM3
15467816421,20.43,CH2
15736002051,21.96,BF2
70434097105,28.05,ET1
52732646449,26.41,CH2
38141201882,24.56,CH2
47763247684,22.01,ET1
89014866507,23.39,BF2
97194461495,21.68,BF2
56761236476,29.21,CH2
81864886266,29.15,BF2
43964264581,27.94,ET1
86660148324,29.44,CH2
79941729989,24.52,EM3
96993079482,28.2,EM3
16156827512,27.75,BF2
10856958720,25.22,CH2
33138808548,22.26,CH2
83247680617,22.04,EM3
82831987863,23.94,ET1
28471846613,25.47,CH2
87344988639,25.23,ET1
78700037666,24.95,EM3
64376995492,22.54,CH2
63965626210,23.85,IT-E7
47281119308,26.88,EM3
81337657967,26.44,CH2
91831695379,22.39,IT-E7
86555582014,20.49,ET1
47387612029,20.54,IT-E7
85462245377,23.77,IT-E7
78649410707,22.38,CH2
97365129489,21.25,EM3
24091349275,20.71,BF2
71399136298,29.12,IT-E7
96513141799,28.5,BF2
56702995342,24.15,ET1
55477803624,28.49,BF2
92954306407,21.3,IT-E7
55648882153,21.09,ET1
96057635181,22.99,IT-E7
37913419650,20.62,BF2
48339078005,20.15,BF2
95864236206,22.94,IT-E7
28847359568,25.48,BF2
36768972283,29.78,ET1
86918645511,22.75,ET1
38572389669,26.18,IT-E7
55003373392,23.28,BF2
66828576525,22.03,IT-E7
20327879174,23.61,BF2
36291700094,27.57,ET1
54685857745,24.2,ET1
45994391980,23.33,IT-E7
67707161372,28.27,EM3
35538050387,22.33,BF2
34620512413,21.06,ET1
77076333988,28.85,IT-E7
73069016413,28.37,EM3
49993541415,26.06,BF2
80942197920,25.45,IT-E7
76591036336,25.6,BF2
46799524524,27.65,BF2
36303415394,21.07,EM3
76426774540,25.81,ET1
94980122384,23.67,BF2
92326876006,29.53,IT-E7
67493234423,28.18,EM3
93073033543,27.21,BF2
16323314503,25.07,ET1
52761349544,26.74,CH2
23134060026,21.06,BF2
59320860294,27.98,ET1
81895395555,20.95,IT-E7
99052288158,20.76,BF2
83707529871,24.32,BF2
95071172415,23.32,CH2
76465542025,27.96,IT-E7
34151250565,20.85,BF2
75676720458,23.98,ET1
20102960087,24.28,EM3
54389033930,27.55,CH2
70218657620,25.45,BF2
70648575581,26.0,IT-E7
97952074875,29.08,IT-E7
15643277097,23.14,ET1
56281976367,20.71,CH2
80512192660,24.36,ET1
24674697918,29.91,ET1
41512766887,20.78,IT-E7
67435209888,28.47,IT-E7
19842878082,23.68,BF2
96435155140,23.74,CH2
80742943694,25.94,ET1
41018625154,21.26,IT-E7
59266116565,20.27,IT-E7
13255167350,27.67,EM3
85684148032,22.44,EM3
86757307232,26.4,EM3
52967557207,26.25,CH2
10800460151,23.54,EM3
12436993120,22.73,IT-E7
77644922196,25.66,ET1
78355661259,28.2,BF2
76795436151,26.51,CH2
63795900123,22.99,EM3
55037647476,25.48,IT-E7
41340554939,20.03,IT-E7
28292356491,27.07,CH2
39134330940,26.72,IT-E7
14322391798,27.14,EM3
72574907645,23.88,EM3
85362037934,29.96,BF2
56025490062,21.48,ET1
47139059255,25.54,CH2
85830592947,27.19,BF2
56889017528,24.73,ET1
29898764335,27.1,EM3
56114579607,27.71,EM3
93899516892,28.15,CH2
50959481883,25.64,BF2
13844458346,20.53,EM3
49238506176,22.62,IT-E7
88235077044,23.64,EM3
52761576876,27.23,IT-E7
27628527917,26.82,CH2
71559722362,26.36,EM3
14574015651,27.88,IT-E7
82611283678,23.43,BF2
63263452973,23.67,IT-E7
40818827190,23.62,EM3
31674449792,20.5,CH2
35536476306,21.67,CH2
53654431659,26.65,EM3
71370076115,27.52,EM3
34068655782,25.49,ET1
62999542559,28.42,BF2
10650865199,20.23,CH2
90350162664,28.76,IT-E7
86301462347,21.89,BF2
67814570450,25.51,IT-E7
17062720145,20.65,BF2
94018664595,27.58,IT-E7
12644547662,23.37,IT-E7
41413669709,22.98,ET1
69803641107,21.49,BF2
95349487912,22.3,EM3
73022071161,23.77,EM3
37184770470,21.41,IT-E7
26742138132,25.64,IT-E7
22070950543,28.07,ET1
23791429574,22.57,EM3
44004419025,22.14,BF2
82498554052,24.78,BF2
55764317937,23.51,CH2
25143121087,26.07,BF2
92411901137,26.37,CH2
46694589710,20.15,CH2
72624964623,25.31,EM3
36503284000,20.93,IT-E7
64653345299,20.92,CH2
81185545139,25.01,ET1
84969928268,26.11,BF2
13782342516,23.19,CH2
33267237356,21.64,ET1
31636508507,21.1,EM3
87438941111,24.4,IT-E7
52046448656,24.87,IT-E7
35506565705,23.94,CH2
37947748735,22.11,CH2
80558986420,29.21,BF2
89308279737,21.48,BF2
17736403834,21.94,IT-E7
61954163326,24.75,ET1
35567486638,28.45,IT-E7
75646808152,28.1,EM3
36604536107,28.99,CH2
94148922562,26.58,BF2
13343506347,25.85,BF2
24421467055,20.68,CH2
94784751047,24.16,EM3
12696335909,26.86,IT-E7
52086539122,25.22,ET1
99997668648,20.21,ET1
10535812503,23.28,BF2
61316827871,23.95,BF2
40211252121,25.66,CH2
86446094728,27.99,IT-E7
79482299142,23.75,CH2
89257351781,20.86,ET1
29429425722,27.27,EM3
73533111935,23.64,EM3
83861911983,22.29,ET1
68023352673,27.16,IT-E7
32271132089,26.71,EM3
22842901497,22.12,IT-E7
45219413263,28.32,BF2
56020399117,26.33,EM3
41520897400,21.24,BF2
62733287593,21.54,EM3
73023088903,20.36,CH2
48690871444,28.26,ET1
46859245513,27.06,ET1
47865114890,21.39,EM3
61067367156,23.35,EM3
33473847608,23.99,ET1
58527922607,27.61,BF2
32654073320,22.44,EM3
26290648682,25.3,CH2
55610652243,28.57,BF2
27404584423,26.69,IT-E7
17784882830,24.9,CH2
62613290446,22.36,ET1
73019215745,23.82,ET1
67676507717,27.34,ET1
73071379622,27.18,CH2
86344922853,26.25,BF2
62490816885,23.69,IT-E7
89433796927,21.45,IT-E7
59109908903,23.59,BF2
20254143646,20.15,EM3
23835155233,27.44,EM3
59289354780,20.8,CH2
50861702227,26.75,EM3
12126009575,29.81,BF2
77918226844,29.35,EM3
70322173228,29.29,ET1
46814288378,26.33,BF2
98281197557,26.11,ET1
51630798723,25.44,ET1
34959515940,25.09,IT-E7
44170208336,27.8,CH2
12179560186,24.11,ET1
56454187840,27.48,BF2
42495955143,27.57,ET1
36116074865,26.83,BF2
46744648970,28.93,BF2
94617783255,29.06,ET1
88084667499,22.16,IT-E7
89873902859,28.72,BF2
27871176880,25.74,IT-E7
93992429139,21.76,CH2
24909650260,26.75,CH2
31731146966,22.65,IT-E7
43854361821,21.83,CH2
31523435025,22.94,IT-E7
73296831142,28.26,ET1
25795444216,22.67,BF2
77051484954,29.9,CH2
64303987688,27.14,EM3
63000363303,20.19,ET1
15233868226,28.42,BF2
12687793963,25.95,BF2
79509343297,25.24,CH2
55910730872,20.55,BF2
20519568936,26.11,IT-E7
